name,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
Cozy Clean Room in Bed Stuy,Vashti,Brooklyn,Bedford-Stuyvesant,40.6821,-73.91632,Private room,45,2,53,2019-07-01,0.83,1,365
Spectacular Williamsburg 2 BR Loft,Thomas,Brooklyn,Williamsburg,40.70934,-73.9627,Entire home/apt,330,10,1,2014-08-07,0.02,1,0
YUGE Sunlit Furnished Room!,Mikaela,Brooklyn,Crown Heights,40.66733,-73.95667,Private room,50,30,0,,,1,281
Large Clean Room Midtown East NYC,Juan,Manhattan,Midtown,40.75413,-73.96792,Private room,100,2,198,2019-06-09,3.10,1,305
Clinton Hill BdRm in Artists' Home,Julie,Brooklyn,Clinton Hill,40.68274,-73.96487,Private room,49,3,74,2019-06-17,1.16,1,284
Cozy 1Bdr in Bed Stuy/Clinton Hill,Sarah,Brooklyn,Bedford-Stuyvesant,40.68571,-73.95033,Entire home/apt,65,1,1,2018-08-14,0.09,1,98
Queen Size Foam Mattress,Tyrell,Manhattan,Harlem,40.82305,-73.93739,Private room,70,1,6,2015-10-12,0.11,1,0
Spacious Gramercy 1bdrm.  Clean!,Daniel,Manhattan,Gramercy,40.73701,-73.98242,Entire home/apt,180,3,7,2018-12-30,0.11,1,0
Spectacular Views of Mid-Town,Diane,Queens,Long Island City,40.74606,-73.95765,Entire home/apt,130,30,1,2014-08-04,0.02,1,0
Fort Greene 2 bedroom Apartment,Amir,Brooklyn,Fort Greene,40.69265,-73.97009,Entire home/apt,225,3,95,2019-06-21,1.51,2,112
BREATHTAKING VIEWS!  POOL/GYM ** Central Park,Cecile,Manhattan,Hell's Kitchen,40.76711,-73.98371,Entire home/apt,225,30,0,,,12,343
Bright spacious 3bd; near subways and bus,Juliette,Manhattan,Washington Heights,40.84203,-73.93985,Private room,85,2,24,2019-06-28,0.63,1,318
Charming Studio in Gramercy ,Eliza Love,Manhattan,Kips Bay,40.74035,-73.98114,Entire home/apt,125,2,0,,,2,0
W50's Sunny Studio in a 24/7 DM BL,Karen,Manhattan,Hell's Kitchen,40.76479,-73.98455,Entire home/apt,99,30,8,2019-05-01,0.14,8,107
Just 3 Minutes to Midtown! Live like a NYer!,Arya,Queens,Long Island City,40.74332,-73.95426,Private room,95,2,185,2019-06-30,2.92,1,140
Huge Modern Waterfront Home,Grace,Queens,Whitestone,40.79721,-73.816,Entire home/apt,400,3,7,2018-09-04,0.15,1,281
Sunny Bedroom for two,Gregory,Manhattan,Harlem,40.8084,-73.95123,Private room,99,3,81,2019-07-01,1.28,3,307
Comfortable bedroom for one person,Gregory,Manhattan,Harlem,40.80697,-73.95203,Private room,85,3,100,2019-06-30,1.60,3,341
"Spacious, Safe, and Furnished",Jonathan,Manhattan,Harlem,40.82907,-73.94939,Entire home/apt,90,5,16,2019-06-08,0.25,1,3
Charming Entire ❤️ apartment,Renee,Brooklyn,Bushwick,40.69574,-73.93111,Entire home/apt,85,5,32,2019-06-16,0.66,3,38
Large Sunny Apartment,Tina,Manhattan,Washington Heights,40.83482,-73.94617,Entire home/apt,130,6,5,2014-08-20,0.08,1,0
Bedroom with Queensize Bed in Nolita/SoHo,Arash,Manhattan,Nolita,40.72173,-73.99383,Private room,95,1,32,2018-09-09,0.75,1,0
Factory Converted 1BR Loft Brooklyn,Vida,Brooklyn,Greenpoint,40.72595,-73.94143,Entire home/apt,149,30,2,2017-07-03,0.08,52,341
Cosy One Bedroom in Greenpoint,Nicole,Brooklyn,Greenpoint,40.72812,-73.94704,Entire home/apt,225,7,2,2015-10-29,0.04,1,0
"Charming studio, great location!!!",Monica,Brooklyn,Williamsburg,40.70666,-73.9506,Entire home/apt,135,2,2,2015-04-14,0.03,1,0
Beautiful Home by Central Park,Ed,Manhattan,Hell's Kitchen,40.7678,-73.9868,Entire home/apt,140,2,41,2017-11-14,0.73,1,0
Furnished Studio UES near the Met,Will,Manhattan,Upper East Side,40.77518,-73.95618,Entire home/apt,200,5,4,2018-09-29,0.07,1,0
Sunny Flex 2br  Loft in Brooklyn,Vida,Brooklyn,Greenpoint,40.72713,-73.94141,Entire home/apt,159,30,7,2019-01-07,0.12,52,327
Large Two Bedroom Brooklyn Loft,Naz,Brooklyn,Red Hook,40.67795,-74.00747,Entire home/apt,200,2,17,2019-07-03,1.68,1,81
Apt #1: 2BR/1BA w/ Backyard,Clayon Elizabeth,Brooklyn,Crown Heights,40.67203,-73.93494,Entire home/apt,155,28,23,2018-11-03,0.36,2,336
Room In Duplex Apartment Steps to Prospect Park!,Patrizza,Brooklyn,South Slope,40.66481,-73.97807,Entire home/apt,125,150,18,2014-10-13,0.29,1,0
"Independant Suite in townhouse: Big, Bright & Calm",Martine,Bronx,Port Morris,40.80091,-73.91449,Private room,71,4,18,2018-12-30,0.37,2,45
"Perfect location, Bushwick Full room in 2 room apt",Robert,Brooklyn,Bushwick,40.69895,-73.93249,Private room,75,2,26,2019-06-18,1.22,2,266
Cozy and quiet 2bd on the UES,Bridget,Manhattan,Upper East Side,40.77107,-73.95322,Entire home/apt,275,3,7,2017-01-01,0.11,3,157
Beautiful Room In Williamsburg ,Daniel,Brooklyn,Williamsburg,40.70024,-73.95047,Private room,70,7,0,,,1,0
Luxury High Rise Near Central Park,Scott,Manhattan,Theater District,40.76351,-73.98431,Entire home/apt,250,1,1,2014-05-05,0.02,1,0
GREAT FOR FAMILIES AND GROUPS!!!,Tony,Brooklyn,Williamsburg,40.70404,-73.93496,Entire home/apt,200,2,129,2019-07-04,2.03,1,64
Cozy & modern 1 br apt in Brooklyn,Herby,Brooklyn,Prospect-Lefferts Gardens,40.6582,-73.95688,Entire home/apt,90,30,3,2018-03-02,0.08,1,311
Peaceful Bedroom in Brooklyn,Yagil,Brooklyn,Bedford-Stuyvesant,40.69026,-73.92701,Private room,50,4,2,2018-01-01,0.09,2,0
Stylish Pre-war,Devin,Brooklyn,Clinton Hill,40.69418,-73.9677,Entire home/apt,124,4,65,2019-07-01,1.06,1,165
Studio apartment Chelsea NYC,Jenniffer,Manhattan,Chelsea,40.73942,-73.99629,Entire home/apt,110,25,0,,,1,0
Cozy Room by Kaufman Studios,Fotis,Queens,Astoria,40.7558,-73.92377,Private room,50,5,37,2019-04-22,0.59,1,313
Convenient Private Room in Spanish Harlem (SpaHa),Zachary,Manhattan,East Harlem,40.79121,-73.94793,Private room,75,2,1,2014-04-17,0.02,1,0
East Village w/ Private Bathroom & Roof & Elevator,Vijay,Manhattan,East Village,40.7221,-73.98259,Private room,90,4,1,2016-06-13,0.03,1,0
Entire Private Garden Floor of Brownstone,Jonathan,Brooklyn,Bedford-Stuyvesant,40.68058,-73.93856,Entire home/apt,130,3,92,2019-06-19,1.45,1,248
DISCOUNTED Entire Apt:  Prime UWS location!,Mike,Manhattan,Upper West Side,40.79496,-73.97349,Entire home/apt,140,1,19,2018-08-08,0.30,1,0
"Full apt-Brooklyn-near park, SUNNY!",Sarah,Brooklyn,Kensington,40.64468,-73.97208,Entire home/apt,200,3,2,2014-10-12,0.03,1,0
Carroll Gardens Brownstone,Ann,Brooklyn,Carroll Gardens,40.68322,-73.99248,Entire home/apt,350,5,6,2016-08-28,0.12,1,0
"Cheerful 1 BD in Harlem, New York",Sarah,Manhattan,Harlem,40.80966,-73.94711,Entire home/apt,100,2,23,2016-12-11,0.39,1,0
Current Location,Taylor,Queens,Long Island City,40.7625,-73.93919,Entire home/apt,225,1,1,2014-05-29,0.02,1,0
Vintage Bed/Bath in Bed-Stuy,Heather,Brooklyn,Bedford-Stuyvesant,40.68286,-73.93055,Private room,65,1,3,2016-05-18,0.07,2,0
Modern Sunny 2-Bedroom in Bushwick,Seth,Brooklyn,Bushwick,40.69686,-73.93042,Entire home/apt,145,5,171,2019-07-01,2.75,2,275
Lovely Time Square/Theater District,Cong,Manhattan,Hell's Kitchen,40.75927,-73.99223,Entire home/apt,189,5,14,2016-06-02,0.25,1,0
Spacious Downtown Apartment,Eva,Manhattan,Greenwich Village,40.73085,-73.99421,Entire home/apt,265,3,6,2018-10-12,0.10,1,29
Luxury 2 BEDS/2 BATH Midtown/Central Park,Marie-Christine,Manhattan,Midtown,40.76544,-73.98186,Entire home/apt,409,1,3,2016-09-11,0.05,1,0
BKLYN private room w/ private bath!,Olivia,Brooklyn,Fort Greene,40.69226,-73.98056,Private room,95,4,12,2017-11-12,0.19,1,0
"PRIVATE, GIGANTIC full floor loft w/priv bath",Sandy,Manhattan,Harlem,40.81677,-73.94371,Private room,175,3,89,2019-05-28,1.41,1,324
Small Room Astoria20minToManhattan,Funda,Queens,Ditmars Steinway,40.77138,-73.90895,Private room,55,1,115,2019-06-23,1.82,5,30
"Spacious 1 bedroom, prime location.",Al,Manhattan,Hell's Kitchen,40.7645,-73.99314,Entire home/apt,200,4,36,2019-06-08,0.57,1,248
Union Square spacious studio,Craig,Manhattan,East Village,40.73243,-73.98906,Entire home/apt,200,5,51,2019-06-23,0.81,1,88
The Haven 2beds,Jasmine,Brooklyn,Bushwick,40.6982,-73.92852,Private room,69,1,159,2019-06-24,2.89,4,280
Beautiful Large Williamsburg Studio,Rachel,Brooklyn,Williamsburg,40.71813,-73.95869,Entire home/apt,135,5,33,2019-07-06,0.53,1,76
Carroll Gardens townhouse,Linda,Brooklyn,Carroll Gardens,40.68009,-74.00009,Entire home/apt,325,4,12,2018-08-10,0.20,1,0
Cool apt in the BEST location in NYC!,Michelle,Manhattan,Lower East Side,40.71542,-73.98511,Private room,95,2,267,2019-06-23,4.20,1,18
Fabulous Apt w/ Gorgeous Bathroom!,AFI Apartments,Manhattan,Upper East Side,40.77249,-73.95756,Entire home/apt,117,30,3,2018-01-04,0.09,29,298
Cozy sunny Apt in NYC,Nick,Manhattan,Washington Heights,40.84915,-73.93848,Private room,59,30,65,2019-06-06,1.33,2,99
Living Room sofa Bed in Chelsea2,Luis,Manhattan,Chelsea,40.74389,-73.99835,Shared room,85,2,65,2019-06-23,1.03,4,171
Bayview room,Ruth,Queens,Flushing,40.75606,-73.81954,Private room,55,1,51,2019-05-26,0.82,4,333
Sunny Room in the Heart of it All!,Lisa,Brooklyn,Williamsburg,40.71614,-73.96134,Private room,80,2,349,2019-06-17,5.54,1,13
Spacious apt. in Brownstone,Evan,Brooklyn,Park Slope,40.66587,-73.97881,Entire home/apt,115,13,2,2016-03-23,0.04,1,0
COZY PRIVATE BR AT59TH ST MANHATTAN,Lisa,Manhattan,Midtown,40.75967,-73.96595,Private room,78,12,43,2019-04-29,0.74,1,49
East Village Manhattan NYC Bedroom!,Chris,Manhattan,East Village,40.72278,-73.98497,Private room,150,3,38,2019-06-17,0.60,3,357
Bright and spacious 2 bed apartment,Yulia,Brooklyn,Park Slope,40.67736,-73.98084,Entire home/apt,195,5,3,2016-10-27,0.05,1,0
Large Loft in Brooklyn  w/ Deck,Max,Brooklyn,Clinton Hill,40.68998,-73.96072,Entire home/apt,142,10,8,2019-01-03,0.13,1,157
Central Park Treasure,Anasha,Manhattan,Upper West Side,40.78694,-73.97384,Entire home/apt,150,20,0,,,1,0
It's very warm and friendly.,Ada Azra,Bronx,Fordham,40.86705,-73.88545,Shared room,55,7,10,2018-10-13,0.16,1,365
Lovely 1-bedroom on Prospect Park,Jenn,Brooklyn,Windsor Terrace,40.66044,-73.97977,Entire home/apt,97,30,5,2019-06-15,0.12,1,282
Brooklyn Studio,Ariana,Brooklyn,Flatbush,40.64602,-73.95964,Entire home/apt,70,20,11,2018-12-30,0.21,1,211
Females only for midtown apt share,Jeani,Manhattan,Upper West Side,40.77024,-73.98746,Shared room,70,1,225,2019-07-07,3.53,1,262
Experience ELEGANT LIFESTYLE,Frances,Manhattan,Upper West Side,40.77852,-73.98577,Private room,155,5,24,2018-10-14,0.40,1,88
Studio Apt Avail - Convenient to City & Hot Spots,Bruce,Brooklyn,Bedford-Stuyvesant,40.69707,-73.93914,Entire home/apt,68,30,3,2016-12-13,0.09,1,0
Queen size bedroom with river view! (Female only),Amina,Manhattan,Harlem,40.83252,-73.94916,Private room,68,9,31,2019-06-22,0.61,1,129
Beautiful brownstone apartment,Eilon,Brooklyn,Carroll Gardens,40.68235,-74.00047,Entire home/apt,150,2,52,2019-07-01,1.33,1,53
1BD on Smith St. in Carroll Gardens,Ethan,Brooklyn,Carroll Gardens,40.68238,-73.99481,Entire home/apt,150,4,0,,,1,0
Nice 1 Bedroom in Lovely Building,Ken,Manhattan,Upper East Side,40.77349,-73.95137,Entire home/apt,150,6,1,2014-04-28,0.02,1,0
"1 Bedroom East Village, NYC",Henriette,Manhattan,East Village,40.72105,-73.9814,Private room,100,1,1,2018-05-25,0.07,1,365
Comfortable Strivers Row Hideaway - Monthly Rental,Joy,Manhattan,Harlem,40.81781,-73.94577,Entire home/apt,110,30,101,2019-03-09,1.61,2,331
Fort Greene Perfect Location,Eric,Brooklyn,Fort Greene,40.69056,-73.98038,Entire home/apt,150,3,1,2015-05-19,0.02,1,0
New- Downtown Brooklyn Apt- 10 min Manhattan,Stephen,Brooklyn,Boerum Hill,40.68671,-73.98952,Entire home/apt,160,5,0,,,1,24
CUTE Studio in the heart of Chelsea,Marc,Manhattan,Chelsea,40.74309,-73.99436,Entire home/apt,218,6,53,2019-07-01,0.90,1,304
Downtown NYC Soho Loft 2br,Kiki,Manhattan,Nolita,40.72106,-73.99417,Entire home/apt,430,1,24,2019-05-22,0.38,4,14
Bright Modern Room with Balcony and City Views,Chris,Brooklyn,Williamsburg,40.71173,-73.94955,Private room,79,3,115,2019-07-01,2.83,2,111
Greenwich Village Chic Cottage,Martina,Manhattan,West Village,40.73571,-74.00375,Entire home/apt,120,1,58,2019-06-23,0.91,1,99
Sunny Brooklyn Heights Apartment,Norman,Brooklyn,Brooklyn Heights,40.69297,-73.99758,Entire home/apt,200,5,42,2018-06-08,0.67,1,15
Gorgeous Loft in Prime Location 2 with Rooftop,Francesca,Manhattan,Chinatown,40.71418,-73.99295,Private room,120,5,12,2018-10-17,0.19,3,0
East Village loft; authentic NY.,Leo,Manhattan,East Village,40.72266,-73.98337,Private room,250,3,0,,,1,365
Central Park beauty,Stanton,Manhattan,Upper West Side,40.79194,-73.96913,Entire home/apt,200,30,28,2018-01-15,0.45,3,0
LOOK! Attached single family,Skylar,Staten Island,Clifton,40.62578,-74.07356,Entire home/apt,75,1,1,2014-04-19,0.02,1,0
Spacious brownstone parlour ,Tyson,Brooklyn,Cobble Hill,40.68811,-73.99421,Entire home/apt,175,1,2,2015-04-26,0.03,1,0
Beautiful Sunny fully Furnished Studio,Virginie,Brooklyn,Bedford-Stuyvesant,40.68211,-73.93876,Entire home/apt,76,31,1,2017-04-28,0.04,1,333
Beautiful 1 Bed  - Great Transport Links,Samantha,Manhattan,Upper West Side,40.78414,-73.9783,Entire home/apt,75,1,2,2018-02-22,0.10,1,0
Huge duplex in chic area of BK with deck.,Sil,Brooklyn,Crown Heights,40.67301,-73.95312,Entire home/apt,400,30,22,2015-02-22,0.35,2,171
cozy room /female guests,Ruth,Queens,Flushing,40.75611,-73.81957,Private room,75,1,48,2019-06-23,0.77,4,355
Columbus Circle/Central Park - WIFI,Cyn,Manhattan,Hell's Kitchen,40.7642,-73.99133,Entire home/apt,189,3,1,2014-10-04,0.02,1,0
Lovely Private Bedroom in 2BR Apt,Emily,Queens,Woodside,40.74235,-73.90375,Private room,55,1,1,2015-09-05,0.02,1,0
Room in Duplex Apartment!!,Ger,Brooklyn,Williamsburg,40.71389,-73.9657,Private room,80,5,11,2016-05-22,0.18,1,0
Chic Mid Century Modern 1 BD +Gym +Laundry +AC,Cash,Brooklyn,Bushwick,40.70012,-73.93062,Private room,69,3,19,2017-11-24,0.31,1,238
Cozy bedroom in shared 2br apt,Ines,Manhattan,Morningside Heights,40.80504,-73.96454,Private room,100,4,1,2015-04-25,0.02,1,0
"Sunny, colorful, 1BD close to city",Neisha,Queens,Sunnyside,40.74405,-73.91502,Entire home/apt,100,1,1,2014-05-27,0.02,1,0
Large & Stunning 5th Ave 1 BR,Brandon,Manhattan,West Village,40.7339,-74.00177,Entire home/apt,300,5,19,2019-01-02,0.30,1,219
PRIVATE ROOM IN NEW YORK MANHATTAN,Juan,Manhattan,Washington Heights,40.83333,-73.94182,Private room,53,3,209,2019-07-03,3.29,2,117
1 bedroom in the heart of the UWS,Matthew,Manhattan,Upper West Side,40.78882,-73.97945,Entire home/apt,179,2,15,2017-05-20,0.26,1,0
Ditmas Park 1BR,Michael,Brooklyn,Flatbush,40.6435,-73.96065,Entire home/apt,100,8,0,,,1,0
Charming 1br apartment in Astoria,Fernando,Queens,Astoria,40.7576,-73.92698,Entire home/apt,130,4,45,2019-06-16,0.82,1,170
Large New York style loft ,Caroline,Bronx,Port Morris,40.80554,-73.92606,Entire home/apt,120,4,89,2017-11-11,1.54,2,0
Bright/Sunny/1block from Bedfordsub,Jerome,Brooklyn,Greenpoint,40.7202,-73.95191,Private room,150,7,25,2017-11-12,0.42,1,16
Beautiful Studio Suite! Upper East,AFI Apartments,Manhattan,Upper East Side,40.77125,-73.95735,Entire home/apt,105,30,5,2019-03-23,0.09,29,265
Sunny Bedford Stuyvesant Townhouse,Raymond,Brooklyn,Bedford-Stuyvesant,40.68576,-73.92211,Entire home/apt,150,1,197,2019-07-01,3.19,3,209
Spacious 1 BR apt in the UWS,Roger,Manhattan,Upper West Side,40.77589,-73.98188,Entire home/apt,200,1,1,2014-07-15,0.02,1,0
Beautiful Furnished Room!,Gen,Manhattan,Washington Heights,40.83418,-73.94274,Private room,39,30,18,2019-05-27,0.30,6,168
"Sunny, ample, quiet w/balcony!",Denise,Manhattan,Harlem,40.8068,-73.94258,Entire home/apt,67,5,6,2017-08-17,0.12,1,0
"Cozy One Bedroom + Loft in Manhattan, NYC",Paula,Manhattan,Midtown,40.76147,-73.9761,Entire home/apt,200,4,7,2019-06-24,0.93,1,32
Spacious Studio Loft in Brooklyn,Vida,Brooklyn,Greenpoint,40.7254,-73.94136,Entire home/apt,129,30,3,2015-11-06,0.05,52,336
nice room in bedstuy D,Randy,Brooklyn,Bedford-Stuyvesant,40.68191,-73.95136,Private room,55,1,67,2019-06-28,1.11,15,307
"Safe Clean Sunny, 15 min Manhattan",Delia,Queens,Astoria,40.76123,-73.92177,Private room,65,50,30,2015-11-15,0.48,1,198
Cozy Studio On The Upper East Side,Bee,Manhattan,Upper East Side,40.77065,-73.95495,Entire home/apt,100,3,18,2016-10-04,0.29,1,0
Clean apartment at Harlem 125/lenox.,Emilie,Manhattan,Harlem,40.80925,-73.94226,Private room,55,5,0,,,1,90
Large studio,Alfonso,Manhattan,Midtown,40.75546,-73.96762,Entire home/apt,240,1,1,2014-05-19,0.02,1,0
"Sunny West Village apt, 2 beds",Aspen,Manhattan,Greenwich Village,40.73083,-74.0006,Entire home/apt,150,3,33,2019-05-31,0.52,1,107
Apt Lincoln Center And Central Park! Best location,Anna,Manhattan,Upper West Side,40.77397,-73.98242,Entire home/apt,299,2,155,2019-06-21,2.46,1,267
Old World Elegance in Astoria!,Anastasia,Queens,Ditmars Steinway,40.77297,-73.91604,Entire home/apt,160,2,175,2019-07-01,2.78,1,269
Charming Bedroom in renovated Apart,Chriis,Manhattan,East Harlem,40.78833,-73.94888,Private room,299,1,0,,,1,365
"Large 1-bedroom, 2 blocks from park",Steven,Brooklyn,Prospect Heights,40.67446,-73.96324,Entire home/apt,99,17,0,,,1,0
Stunning 2BR Penthouse w/City View,Vida,Brooklyn,Greenpoint,40.72733,-73.9404,Entire home/apt,199,30,5,2019-06-01,0.08,52,311
"Charming, central apartment",Erin,Manhattan,Greenwich Village,40.72842,-73.99903,Private room,100,1,34,2016-09-18,0.55,1,0
Cool and comfortable room for rest and relaxation,Gilberto,Manhattan,Washington Heights,40.83687,-73.94324,Private room,45,4,120,2019-06-24,1.92,1,53
Perfect room for one in beautiful home,"Rossy,  Carmen And Juan",Bronx,University Heights,40.85711,-73.91594,Private room,44,2,135,2019-06-16,2.13,4,70
Stylish Spacious w Lrge Deck 11231,S,Brooklyn,Carroll Gardens,40.68108,-73.99381,Entire home/apt,150,2,0,,,1,0
Cozy bedroom in the heart of Bushwick,Sylvia,Brooklyn,Bushwick,40.69727,-73.92373,Private room,100,20,0,,,1,0
"Modern Loft, Large Private Terrace.",Andrea,Manhattan,Lower East Side,40.71484,-73.98977,Entire home/apt,185,5,4,2018-09-29,0.08,1,0
Charming Fort Greene 2 BR,Sarah,Brooklyn,Fort Greene,40.68879,-73.97589,Entire home/apt,150,3,0,,,1,0
Family Friendly 3 bedroom 2 bath w. Washer/Dryer,Janelle,Manhattan,East Harlem,40.78587,-73.94764,Entire home/apt,650,2,67,2019-06-23,1.76,2,283
Gay Friendly Room Williamsburg NYC,Patrick,Brooklyn,Williamsburg,40.71055,-73.95553,Private room,100,2,11,2015-10-05,0.18,1,0
☀️Sunny Central Park North☀️,Chad,Manhattan,Harlem,40.80005,-73.95212,Private room,111,3,104,2019-06-23,1.65,1,317
Charming & Bright Studio @ W 50's,Ofer,Manhattan,Hell's Kitchen,40.76634,-73.98719,Entire home/apt,99,30,8,2018-07-09,0.19,8,139
Cozy Room with Private Entrance,Louie,Brooklyn,Williamsburg,40.70665,-73.95067,Private room,75,7,18,2015-08-12,0.31,1,87
Newly Renovated Modern 1-Bed Studio,AFI Apartments,Manhattan,Upper East Side,40.77233,-73.95627,Entire home/apt,103,30,3,2018-04-07,0.06,29,336
APPARTEMENT 2 CHAMBRES ASTORIA NY,Ilda,Queens,Astoria,40.77182,-73.93129,Entire home/apt,130,4,56,2019-06-15,1.55,1,0
Entire Private Modern Studio UPW Manhattan,Ofer,Manhattan,Upper West Side,40.79193,-73.97443,Entire home/apt,109,30,20,2019-06-07,0.34,8,90
Live in a doll factory!,Ryan,Brooklyn,Williamsburg,40.7196,-73.96335,Private room,95,3,0,,,3,0
Ting Ting's Home in Heart of Brklyn,Ting,Brooklyn,Fort Greene,40.69053,-73.9791,Entire home/apt,100,5,3,2015-05-01,0.05,1,0
Huge and beautiful Park Slope Apt,Glenn,Brooklyn,Park Slope,40.66977,-73.98305,Entire home/apt,155,29,5,2017-08-31,0.08,1,59
Room for Rent -  Close to City & Clean,Caitlin,Queens,Sunnyside,40.74547,-73.93184,Private room,60,2,55,2019-06-02,2.64,1,118
Brooklyn Brownstone - Prospect Park,Mark,Brooklyn,South Slope,40.66372,-73.97793,Entire home/apt,195,6,11,2018-07-22,0.18,1,13
One Bedroom Apartment,Alwin,Queens,Jackson Heights,40.75625,-73.87542,Entire home/apt,69,6,78,2019-06-22,1.25,1,30
Cozy private room in beautiful apt,Julio,Manhattan,Washington Heights,40.85084,-73.94125,Private room,72,2,65,2019-06-03,1.05,1,311
3 BR duplex with huge backyard,Cristina,Brooklyn,Crown Heights,40.67007,-73.94729,Entire home/apt,300,2,13,2018-09-08,0.24,1,224
Modern 1-Bed Near Central Park,AFI Apartments,Manhattan,Upper East Side,40.77105,-73.95727,Entire home/apt,119,30,4,2019-06-08,0.13,29,339
Pvt Bedroom in Williamsburg Central,Sine,Brooklyn,Williamsburg,40.71242,-73.96793,Private room,100,30,5,2018-09-30,0.09,1,296
The Notorious B.N.B. { The Erhart II },Jessica,Brooklyn,Clinton Hill,40.6907,-73.96732,Private room,199,1,72,2019-06-08,1.14,11,363
"Cozy, Clean, Spacious Apartment!",Teresa,Manhattan,Harlem,40.82149,-73.93718,Private room,75,1,3,2019-05-19,0.33,2,126
Williamsburg Room - 2 Blocks to L Train,Kells,Brooklyn,Williamsburg,40.71376,-73.94239,Private room,100,21,62,2019-06-30,1.22,2,96
Family Friendly Apt,Allison,Manhattan,Morningside Heights,40.81153,-73.95856,Entire home/apt,125,2,27,2019-06-16,1.00,2,0
 quaint apartment with city views,Christian,Queens,Ridgewood,40.71046,-73.91786,Entire home/apt,95,5,25,2015-12-25,0.40,1,0
2B & Private Garden A Williamsburg Spacious Escape,Triny,Brooklyn,Williamsburg,40.71923,-73.95684,Entire home/apt,295,2,110,2019-07-05,1.74,3,151
Awesome Apartment in Astoria,Hugh,Queens,Astoria,40.77162,-73.92626,Private room,149,1,10,2018-10-08,0.17,1,365
"UWS Large clean 1Br entire apt, 2 stops fromTiMESQ",Patricia,Manhattan,Upper West Side,40.79972,-73.96418,Entire home/apt,150,10,6,2016-06-29,0.10,1,0
Urban Holiday...,Shanti,Brooklyn,Crown Heights,40.67335,-73.91881,Entire home/apt,100,5,177,2019-07-01,2.87,1,214
June sublet in Prospect Heights,Shimrit,Brooklyn,Prospect Heights,40.67353,-73.96505,Private room,45,20,0,,,2,0
